AVG_GRD,Activity_Type,AvgCourse,AvgInstructor,Course,CourseTitle,CrsLvlNum,CrsPBAColl,CrsPBADept,CrsPBADiv,Honors,Hours,Instruction_Mode,Level,NComb,NIntrFCQ,N/ENROLL,N/EOT,N/GRADE,N/INCOMP,N/NOCRED,N/PASS,N/Ret,PCT/A,PCT/B,PCT/C,PCT/C_MINUS_OR_BELOW,PCT/D,PCT/DF,PCT/F,PCT/GRADE,PCT/INCOMP,PCT/WDRAW,RAP,Section,Subject,Subject_Label,Workload/Hrs_Wk,Workload/Raw,YearTerm,Instructors/0/group,Instructors/0/name,Instructors/0/title,Instructors/1/group,Instructors/1/name,Instructors/1/title,Instructors/2/group,Instructors/2/name,Instructors/2/title
2.34,LEC - Lecture,,,2420,Nutrition for Health and Performance,2XXX,AS,IPHY,NS,0,3,P  - In Person,Lower,1,,15,14,14,0,0,0,,0.14,0.29,0.43,0.29,0.14,0.14,0,1,0,0.07,0,250,IPHY,Integrative Physiology,,,20141,2 Other reg,"LYNCH, MARYBETH",INSTRUCTOR,,,,,,
3.6,LEC - Lecture,,,2420,Nutrition for Health and Performance,2XXX,AS,IPHY,NS,0,3,P  - In Person,Lower,1,,19,19,19,0,0,0,,0.63,0.37,0,0,0,0,0,1,0,0,0,285,IPHY,Integrative Physiology,,,20141,2 Other reg,"LOUIE, DONNA FUNGHAR",INSTRUCTOR,,,,,,
2.99,LEC - Lecture,,,2420,Nutrition for Health and Performance,2XXX,AS,IPHY,NS,0,3,P  - In Person,Lower,1,,18,18,18,0,0,0,,0.44,0.17,0.39,0.17,0,0,0,1,0,0,0,430,IPHY,Integrative Physiology,,,20141,2 Other reg,"LOUIE, DONNA FUNGHAR",INSTRUCTOR,,,,,,
3.23,LEC - Lecture,,,2420,Nutrition for Health and Performance,2XXX,AS,IPHY,NS,0,3,P  - In Person,Lower,1,,19,19,19,0,0,0,,0.47,0.32,0.21,0.05,0,0,0,1,0,0,0,431,IPHY,Integrative Physiology,,,20141,2 Other reg,"LOUIE, DONNA FUNGHAR",INSTRUCTOR,,,,,,
3.53,LEC - Lecture,,,2420,Nutrition for Health and Performance,2XXX,AS,IPHY,NS,1,3,P  - In Person,Lower,1,,16,16,16,0,0,0,,0.69,0.25,0.06,0,0,0,0,1,0,0,0,888,IPHY,Integrative Physiology,,,20141,2 Other reg,"LYNCH, MARYBETH",INSTRUCTOR,,,,,,
,LEC - Lecture,5.68,5.79,2500,Perspectives in Health and Medicine,2XXX,AS,IPHY,NS,0,1,P  - In Person,Lower,1,1,36,36,,0,0,36,19,,,,,,,,,,,1,801,IPHY,Integrative Physiology,0-3,1.11,20141,3 Supp,"BENNETT, PENELOPE ALEXANDER",ACADEMIC SERVICES SENIOR PROF,,,,,,
2.85,LEC - Lecture,4.25,5.03,2800,Introduction to Statistics,2XXX,AS,IPHY,NS,0,4,P  - In Person,Lower,1,1,78,77,77,0,0,0,57,0.29,0.43,0.21,0.16,0.03,0.08,0.05,1,0,0.01,0,100,IPHY,Integrative Physiology,7-9,2.63,20141,1 TTT,"LEBOURGEOIS, MONIQUE KATHERINE",ASST PROFESSOR,,,,,,
3.14,LEC - Lecture,4.32,4.93,2800,Introduction to Statistics,2XXX,AS,IPHY,NS,0,4,P  - In Person,Lower,1,1,74,73,73,0,0,0,60,0.45,0.33,0.19,0.1,0.03,0.03,0,1,0,0.01,0,200,IPHY,Integrative Physiology,7-9,2.72,20141,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,,,,,,
4,PRA - Practicum,,,3010,Teaching in Integrative Physiology,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,,22,22,22,0,0,0,,1,0,0,0,0,0,0,1,0,0,1,801,IPHY,Integrative Physiology,,,20141,2 Other reg,"HEISLER, RUTH E",SENIOR INSTRUCTOR,,,,,,
4,PRA - Practicum,,,3010,Teaching in Integrative Physiology,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,,23,23,23,0,0,0,,1,0,0,0,0,0,0,1,0,0,1,802,IPHY,Integrative Physiology,,,20141,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,,,,
3.95,PRA - Practicum,,,3010,Teaching in Integrative Physiology,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,,22,21,21,0,0,0,,0.95,0.05,0,0,0,0,0,1,0,0.05,1,810,IPHY,Integrative Physiology,,,20141,2 Other reg,"NELSON, SUZANNE LINN",INSTRUCTOR,,,,,,
4,PRA - Practicum,,,3010,Teaching in Integrative Physiology,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,,15,15,15,0,0,0,,1,0,0,0,0,0,0,1,0,0,1,812,IPHY,Integrative Physiology,,,20141,2 Other reg,"BUSTAMANTE, HEIDI MARGARITA",INSTRUCTOR,,,,,,
2.4,LEC - Lecture,5.21,5.27,3410,Introduction to Human Anatomy,3XXX,AS,IPHY,NS,0,3,P  - In Person,Upper,1,1,186,179,178,1,0,0,91,0.19,0.28,0.35,0.26,0.12,0.18,0.06,0.99,0.01,0.04,0,001,IPHY,Integrative Physiology,7-9,3.06,20141,2 Other reg,"SAUL, LEIF J",SENIOR INSTRUCTOR,,,,,,
2.54,LEC - Lecture,5.14,5.38,3410,Introduction to Human Anatomy,3XXX,AS,IPHY,NS,0,3,P  - In Person,Upper,1,1,101,97,97,0,0,0,63,0.21,0.32,0.31,0.27,0.16,0.16,0,1,0,0.04,0,002,IPHY,Integrative Physiology,7-9,2.69,20141,1 TTT,"KRAM, RODGER",ASSOCIATE PROFESSOR,,,,,,
2.61,MLS - Main Lab,5.17,5.67,3415,Human Anatomy Laboratory,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,16,15,15,0,0,0,12,0.2,0.4,0.27,0.2,0.13,0.13,0,1,0,0.06,0,001,IPHY,Integrative Physiology,7-9,3.25,20141,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,2 Other reg,"BUSTAMANTE, HEIDI MARGARITA",INSTRUCTOR,,,
2.11,MLS - Main Lab,4.6,5.2,3415,Human Anatomy Laboratory,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,16,15,15,0,0,0,5,0.07,0.2,0.47,0.4,0.27,0.27,0,1,0,0.06,0,002,IPHY,Integrative Physiology,7-9,3.25,20141,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,2 Other reg,"BUSTAMANTE, HEIDI MARGARITA",INSTRUCTOR,,,
2.67,MLS - Main Lab,5.36,5.82,3415,Human Anatomy Laboratory,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,16,14,14,0,0,0,11,0.14,0.43,0.43,0,0,0,0,1,0,0.13,0,003,IPHY,Integrative Physiology,10-12,3.64,20141,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,2 Other reg,"BUSTAMANTE, HEIDI MARGARITA",INSTRUCTOR,,,
2.18,MLS - Main Lab,4.25,4.78,3415,Human Anatomy Laboratory,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,16,13,13,0,0,0,9,0.15,0.23,0.38,0.38,0.15,0.23,0.08,1,0,0.19,0,004,IPHY,Integrative Physiology,7-9,3.13,20141,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,2 Other reg,"BUSTAMANTE, HEIDI MARGARITA",INSTRUCTOR,,,
2.38,MLS - Main Lab,6,6,3415,Human Anatomy Laboratory,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,15,15,15,0,0,0,6,0.07,0.4,0.47,0.13,0,0.07,0.07,1,0,0,0,005,IPHY,Integrative Physiology,10-12,3.80,20141,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,2 Other reg,"BUSTAMANTE, HEIDI MARGARITA",INSTRUCTOR,,,
2.69,MLS - Main Lab,4.6,5.3,3415,Human Anatomy Laboratory,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,16,15,15,0,0,0,10,0.4,0.27,0.13,0.2,0.07,0.2,0.13,1,0,0.06,0,006,IPHY,Integrative Physiology,10-12,3.56,20141,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,2 Other reg,"BUSTAMANTE, HEIDI MARGARITA",INSTRUCTOR,,,
2.29,MLS - Main Lab,5.44,6,3415,Human Anatomy Laboratory,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,16,16,16,0,0,0,9,0.19,0.19,0.38,0.31,0.19,0.25,0.06,1,0,0,0,007,IPHY,Integrative Physiology,10-12,3.78,20141,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,2 Other reg,"BUSTAMANTE, HEIDI MARGARITA",INSTRUCTOR,,,
2.2,MLS - Main Lab,4.91,5.64,3415,Human Anatomy Laboratory,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,15,12,12,0,0,0,11,0.17,0.33,0.25,0.33,0.08,0.25,0.17,1,0,0.2,0,008,IPHY,Integrative Physiology,10-12,3.60,20141,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,2 Other reg,"BUSTAMANTE, HEIDI MARGARITA",INSTRUCTOR,,,
2.44,MLS - Main Lab,4.6,5.73,3415,Human Anatomy Laboratory,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,16,16,16,0,0,0,15,0.19,0.38,0.25,0.25,0.06,0.19,0.13,1,0,0,0,011,IPHY,Integrative Physiology,10-12,3.93,20141,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,2 Other reg,"BUSTAMANTE, HEIDI MARGARITA",INSTRUCTOR,,,
2.29,MLS - Main Lab,5.22,6,3415,Human Anatomy Laboratory,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,15,14,14,0,0,0,9,0.21,0.21,0.36,0.29,0.14,0.21,0.07,1,0,0.07,0,012,IPHY,Integrative Physiology,10-12,3.88,20141,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,2 Other reg,"BUSTAMANTE, HEIDI MARGARITA",INSTRUCTOR,,,
2.29,MLS - Main Lab,4.78,5.11,3415,Human Anatomy Laboratory,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,16,14,14,0,0,0,9,0.14,0.29,0.36,0.36,0.14,0.21,0.07,1,0,0.13,0,013,IPHY,Integrative Physiology,10-12,3.57,20141,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,2 Other reg,"BUSTAMANTE, HEIDI MARGARITA",INSTRUCTOR,,,
1.79,MLS - Main Lab,5.17,5.67,3415,Human Anatomy Laboratory,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,15,14,14,0,0,0,6,0.14,0.21,0.21,0.43,0.21,0.43,0.21,1,0,0.07,0,014,IPHY,Integrative Physiology,10-12,3.50,20141,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,2 Other reg,"BUSTAMANTE, HEIDI MARGARITA",INSTRUCTOR,,,
2.58,MLS - Main Lab,5.25,5.75,3415,Human Anatomy Laboratory,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,15,15,15,0,0,0,12,0.13,0.47,0.33,0.13,0,0.07,0.07,1,0,0,0,015,IPHY,Integrative Physiology,7-9,2.75,20141,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,2 Other reg,"BUSTAMANTE, HEIDI MARGARITA",INSTRUCTOR,,,
2.64,MLS - Main Lab,5.2,5.6,3415,Human Anatomy Laboratory,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,11,11,11,0,0,0,10,0.09,0.55,0.27,0.09,0.09,0.09,0,1,0,0,0,017,IPHY,Integrative Physiology,10-12,3.63,20141,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,2 Other reg,"BUSTAMANTE, HEIDI MARGARITA",INSTRUCTOR,,,
2.2,MLS - Main Lab,6,5.88,3415,Human Anatomy Laboratory,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,15,12,12,0,0,0,8,0.25,0.33,0.08,0.33,0.08,0.33,0.25,1,0,0.2,0,018,IPHY,Integrative Physiology,7-9,3.38,20141,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,2 Other reg,"BUSTAMANTE, HEIDI MARGARITA",INSTRUCTOR,,,
2.35,LEC - Lecture,4.16,4,3430,Introduction to Human Physiology,3XXX,AS,IPHY,NS,0,3,P  - In Person,Upper,1,1,78,70,70,0,0,0,50,0.16,0.31,0.33,0.27,0.1,0.2,0.1,1,0,0.1,0,001,IPHY,Integrative Physiology,7-9,2.82,20141,1 TTT,"CAREY, CYNTHIA",PROFESSOR,,,,,,
2.8,MLS - Main Lab,5.13,5.87,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,15,15,15,0,0,0,15,0.2,0.53,0.2,0.07,0,0.07,0.07,1,0,0,0,001,IPHY,Integrative Physiology,7-9,2.57,20141,2 Other reg,"FOLEY, TERESA E.",INSTRUCTOR,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,
2.32,MLS - Main Lab,4.18,4.9,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,12,11,11,0,0,0,11,0,0.45,0.55,0.36,0,0,0,1,0,0.08,0,002,IPHY,Integrative Physiology,4-6,2.40,20141,2 Other reg,"CASAGRAND, JANET L",INSTRUCTOR,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,
2.56,MLS - Main Lab,3.86,4,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,14,14,14,0,0,0,7,0,0.5,0.5,0.14,0,0,0,1,0,0,0,003,IPHY,Integrative Physiology,7-9,2.71,20141,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,,,,
2.73,MLS - Main Lab,4.09,5.09,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,11,11,11,0,0,0,11,0.09,0.55,0.36,0,0,0,0,1,0,0,0,004,IPHY,Integrative Physiology,4-6,2.36,20141,2 Other reg,"CASAGRAND, JANET L",INSTRUCTOR,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,
2.44,MLS - Main Lab,3.63,4.88,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,13,13,13,0,0,0,8,0.08,0.46,0.31,0.31,0.15,0.15,0,1,0,0,0,005,IPHY,Integrative Physiology,4-6,2.00,20141,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,,,,
2.79,MLS - Main Lab,5,5.81,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,16,16,16,0,0,0,16,0.06,0.69,0.25,0.13,0,0,0,1,0,0,0,007,IPHY,Integrative Physiology,7-9,2.63,20141,2 Other reg,"FOLEY, TERESA E.",INSTRUCTOR,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,
2.51,MLS - Main Lab,4,5,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,15,14,14,0,0,0,7,0,0.71,0.21,0.21,0,0.07,0.07,1,0,0.07,0,008,IPHY,Integrative Physiology,7-9,3.00,20141,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,,,,
2.92,MLS - Main Lab,4.56,5.94,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,16,16,16,0,0,0,16,0.13,0.75,0.13,0.06,0,0,0,1,0,0,0,009,IPHY,Integrative Physiology,7-9,2.63,20141,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,,,,
2.94,MLS - Main Lab,3.67,5.33,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,14,14,14,0,0,0,9,0.21,0.57,0.21,0,0,0,0,1,0,0,0,010,IPHY,Integrative Physiology,10-12,3.50,20141,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,,,,
2.4,MLS - Main Lab,4.8,5.8,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,12,12,12,0,0,0,10,0.08,0.42,0.42,0.17,0.08,0.08,0,1,0,0,0,011,IPHY,Integrative Physiology,4-6,2.44,20141,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,,,,
3.17,MLS - Main Lab,4,5.5,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,14,12,12,0,0,0,10,0.33,0.58,0.08,0,0,0,0,1,0,0.14,0,012,IPHY,Integrative Physiology,7-9,3.00,20141,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,,,,
2.79,MLS - Main Lab,5.33,4.67,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,11,11,11,0,0,0,3,0.18,0.55,0.18,0.18,0.09,0.09,0,1,0,0,0,014,IPHY,Integrative Physiology,7-9,2.50,20141,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,,,,
2.87,MLS - Main Lab,4,5.43,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,15,15,15,0,0,0,7,0.2,0.6,0.13,0.07,0.07,0.07,0,1,0,0,0,016,IPHY,Integrative Physiology,7-9,2.86,20141,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,,,,
3.03,LEC - Lecture,5.22,5.2,3440,Clinical Nutrition,3XXX,AS,IPHY,NS,0,3,P  - In Person,Upper,1,1,45,45,45,0,0,0,40,0.4,0.36,0.22,0.04,0,0.02,0.02,1,0,0,0,001,IPHY,Integrative Physiology,4-6,2.31,20141,2 Other reg,"NELSON, SUZANNE LINN",INSTRUCTOR,,,,,,
2.62,LEC - Lecture,4.67,4.75,3470,Human Physiology 1,3XXX,AS,IPHY,NS,0,3,P  - In Person,Upper,1,1,199,194,193,1,0,0,119,0.15,0.46,0.32,0.07,0.02,0.07,0.05,0.99,0.01,0.03,0,001,IPHY,Integrative Physiology,7-9,3.03,20141,1 TTT,"GLEESON, TODD T",PROFESSOR,,,,,,
2.85,LEC - Lecture,,,3470,Human Physiology 1,3XXX,AS,IPHY,NS,0,3,P  - In Person,Upper,1,,13,13,13,0,0,0,,0.08,0.69,0.23,0.08,0,0,0,1,0,0,0,219,IPHY,Integrative Physiology,,,20141,2 Other reg,"BUSTAMANTE, HEIDI MARGARITA",INSTRUCTOR,,,,,,
2.45,LEC - Lecture,4.88,5.17,3480,Human Physiology 2,3XXX,AS,IPHY,NS,0,3,P  - In Person,Upper,1,1,146,144,144,0,0,0,105,0.14,0.42,0.28,0.26,0.11,0.16,0.05,1,0,0.01,0,001,IPHY,Integrative Physiology,7-9,3.07,20141,2 Other reg,"BUSTAMANTE, HEIDI MARGARITA",INSTRUCTOR,,,,,,
3.92,SEM - Seminar,5.7,5.9,4010,Seminar in Integrative Physiology,4XXX,AS,IPHY,NS,0,1,P  - In Person,Upper,2,1,11,11,11,0,0,0,10,1,0,0,0,0,0,0,1,0,0,1,801,IPHY,Integrative Physiology,0-3,1.20,20141,1 TTT,"WRIGHT, KENNETH P",ASSOCIATE PROFESSOR,,,,,,
3.39,LEC - Lecture,5.16,5.48,4200,Physiological Genetics and Genomics,4XXX,AS,IPHY,NS,0,3,P  - In Person,Upper,3,1,36,35,35,0,0,0,26,0.54,0.34,0.11,0,0,0,0,1,0,0.03,0,001,IPHY,Integrative Physiology,7-9,2.62,20141,1 TTT,"STITZEL, JERRY A",ASSOCIATE PROFESSOR,,,,,,
2.8,LEC - Lecture,5.31,5.55,4440,Endocrinology,4XXX,AS,IPHY,NS,0,4,P  - In Person,Upper,1,1,131,127,126,1,0,0,85,0.19,0.5,0.26,0.13,0.03,0.05,0.02,0.99,0.01,0.03,0,010,IPHY,Integrative Physiology,7-9,3.10,20141,1 TTT,"TSAI, PEI-SAN",PROFESSOR,,,,,,
3.01,LEC - Lecture,2.97,2.74,4540,Biomechanics,4XXX,AS,IPHY,NS,0,5,P  - In Person,Upper,1,1,74,71,71,0,0,0,35,0.3,0.48,0.2,0.07,0.03,0.03,0,1,0,0.04,0,010,IPHY,Integrative Physiology,7-9,3.30,20141,1 TTT,"AHMED, ALAA ABDALLA",ASST PROFESSOR,,,,,,
2.99,LEC - Lecture,5.27,5.67,4580,Sleep Physiology,4XXX,AS,IPHY,NS,0,3,P  - In Person,Upper,2,1,48,45,45,0,0,0,40,0.33,0.38,0.24,0.11,0.04,0.04,0,1,0,0.06,0,001,IPHY,Integrative Physiology,7-9,2.63,20141,1 TTT,"WRIGHT, KENNETH P",ASSOCIATE PROFESSOR,,,,,,
2.64,LEC - Lecture,4.72,4.74,4600,Immunology,4XXX,AS,IPHY,NS,0,3,P  - In Person,Upper,1,1,99,91,91,0,0,0,50,0.22,0.36,0.34,0.1,0.02,0.08,0.05,1,0,0.08,0,001,IPHY,Integrative Physiology,7-9,2.74,20141,1 TTT,"FLESHNER, MONIKA R",PROFESSOR,,,,,,
2.62,LEC - Lecture,5.49,5.68,4600,Immunology,4XXX,AS,IPHY,NS,0,3,P  - In Person,Upper,1,1,80,73,73,0,0,0,69,0.21,0.37,0.34,0.19,0.07,0.08,0.01,1,0,0.09,0,002,IPHY,Integrative Physiology,7-9,3.25,20141,2 Other reg,"FOLEY, TERESA E.",INSTRUCTOR,,,,,,
2.51,LEC - Lecture,5.09,5.25,4650,Exercise Physiology,4XXX,AS,IPHY,NS,0,5,P  - In Person,Upper,1,1,85,82,82,0,0,0,56,0.11,0.37,0.48,0.15,0.04,0.05,0.01,1,0,0.04,0,100,IPHY,Integrative Physiology,7-9,3.37,20141,1 TTT,"MAZZEO, ROBERT",ASSOCIATE PROFESSOR,,,,,,
2.79,LEC - Lecture,4.67,5.06,4720,Neurophysiology,4XXX,AS,IPHY,NS,0,4,P  - In Person,Upper,1,1,50,50,50,0,0,0,48,0.16,0.42,0.4,0.08,0.02,0.02,0,1,0,0,0,010,IPHY,Integrative Physiology,10-12,3.72,20141,1 TTT,"ENOKA, ROGER M",PROFESSOR,,,,,,
3.95,IND - Ind Study,,,4860,Independent Study: Undergraduate,4XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,,13,13,13,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,937,IPHY,Integrative Physiology,,,20141,2 Other reg,"NELSON, SUZANNE LINN",INSTRUCTOR,,,,,,
4,LEC - Lecture,5.25,5.5,5100,Colloquium in Integrative Physiology,5XXX,AS,IPHY,NS,0,2,P  - In Person,Masters,1,1,30,30,30,0,0,0,24,1,0,0,0,0,0,0,1,0,0,0,010,IPHY,Integrative Physiology,0-3,1.23,20141,1 TTT,"DESOUZA, CHRISTOPHER A",PROFESSOR,,,,,,
3.76,SEM - Seminar,5.27,5.82,6010,Seminar,6XXX,AS,IPHY,NS,0,3,P  - In Person,Masters,1,1,14,14,14,0,0,0,11,0.79,0.21,0,0,0,0,0,1,0,0,0,003,IPHY,Integrative Physiology,4-6,2.27,20141,1 TTT,"LINK, CHRISTOPHER D",ASSOCIATE PROFESSOR,,,,,,
3.33,LEC - Lecture,5.09,5.6,1000,Language in U.S. Society,1XXX,AS,LING,SS,0,3,P  - In Person,Lower,2,1,113,110,109,1,0,0,85,0.49,0.46,0.03,0.03,0.01,0.03,0.02,0.99,0.01,0.03,0,010,LING,Linguistics,4-6,2.04,20141,1 TTT,"HALL, KIRA",ASSOCIATE PROFESSOR,,,,,,
3.3,LEC - Lecture,3.69,4.14,1000,Language in U.S. Society,1XXX,AS,LING,SS,0,3,P  - In Person,Lower,1,1,85,79,79,0,0,0,52,0.56,0.3,0.09,0.06,0.03,0.05,0.03,1,0,0.07,0,020,LING,Linguistics,4-6,2.08,20141,4 TA Cred,"SANDOVAL, RICHARD A",GRAD PART-TIME INSTRUCTOR,,,,,,
3.06,LEC - Lecture,4.63,5.1,1010,The Study of Words,1XXX,AS,LING,SS,0,3,P  - In Person,Lower,2,1,49,47,47,0,0,0,38,0.45,0.32,0.15,0.09,0.02,0.09,0.06,1,0,0.04,0,010,LING,Linguistics,4-6,1.97,20141,1 TTT,"MICHAELIS, LAURA A",ASSOCIATE PROFESSOR,,,,,,
3.37,LEC - Lecture,4.46,5.09,1020,Languages of the World,1XXX,AS,LING,SS,0,3,P  - In Person,Lower,1,1,75,71,71,0,0,0,43,0.52,0.38,0.07,0.03,0.03,0.03,0,1,0,0.05,0,010,LING,Linguistics,4-6,1.74,20141,4 TA Cred,"KHALILI, NILOOFAR NATHALIE",GRAD PART-TIME INSTRUCTOR,,,,,,
,PRA - Practicum,,,1900,Service Learning Practicum: Adult Literacy,1XXX,AS,LING,SS,0,1,P  - In Person,Lower,1,,25,22,,0,0,21,,,,,,,,,,,,1,801,LING,Linguistics,,,20141,1 TTT,"HALL, KIRA",ASSOCIATE PROFESSOR,,,,,,
2.9,LEC - Lecture,3.84,4.04,2000,Introduction to Linguistics,2XXX,AS,LING,SS,0,3,P  - In Person,Lower,1,1,77,71,71,0,0,0,49,0.42,0.3,0.14,0.17,0.06,0.14,0.08,1,0,0.08,0,010,LING,Linguistics,4-6,1.91,20141,4 TA Cred,"WILLIAMS, NICHOLAS JAY",GRAD PART-TIME INSTRUCTOR,,,,,,
2.9,LEC - Lecture,4.65,5.4,2400,Language and Gender,2XXX,AS,LING,SS,0,3,P  - In Person,Lower,1,1,31,27,27,0,0,0,20,0.41,0.33,0.19,0.19,0,0.07,0.07,1,0,0.13,0,010,LING,Linguistics,4-6,2.10,20141,4 TA Cred,"AVELAR, MARCUS V",GRAD PART-TIME INSTRUCTOR,,,,,,
3.22,LEC - Lecture,5.03,5.2,3100,Language Sound Structures,3XXX,AS,LING,SS,0,3,P  - In Person,Upper,1,1,44,43,43,0,0,0,36,0.53,0.28,0.14,0.07,0.02,0.05,0.02,1,0,0.02,0,010,LING,Linguistics,7-9,2.59,20141,4 TA Cred,"PHELPS, KATHERINE S",GRAD PART-TIME INSTRUCTOR,,,,,,
3.36,LEC - Lecture,4.4,4.75,3430,Semantics,3XXX,AS,LING,SS,0,3,P  - In Person,Upper,1,1,23,22,22,0,0,0,20,0.55,0.36,0.09,0,0,0,0,1,0,0.04,0,001,LING,Linguistics,4-6,2.26,20141,3 Supp,"HARGRAVES, ORIN",PROFESSIONAL RESEARCH ASST,,,,,,
2.97,LEC - Lecture,5.13,5.26,3545,World Language Policies,3XXX,AS,LING,SS,0,3,P  - In Person,Upper,1,1,29,26,26,0,0,0,23,0.42,0.35,0.15,0.12,0.04,0.08,0.04,1,0,0.1,0,001,LING,Linguistics,7-9,2.83,20141,4 TA Cred,"HOLMAN, JESSICA L.",GRAD PART-TIME INSTRUCTOR,,,,,,
3.84,LEC - Lecture,4.83,5.65,3800,Special Topics in Linguistics,3XXX,AS,LING,SS,0,3,P  - In Person,Upper,1,1,25,25,25,0,0,0,23,0.88,0.08,0.04,0,0,0,0,1,0,0,0,001,LING,Linguistics,4-6,2.00,20141,1 TTT,"FRAJZYNGIER, ZYGMUNT",PROFESSOR,,,,,,
2.94,LEC - Lecture,5.2,5.5,4610,English Structure for Teachers of English to Speakers of Other Languages,4XXX,AS,LING,SS,0,3,P  - In Person,Upper,2,1,13,13,13,0,0,0,10,0.31,0.38,0.23,0.08,0,0.08,0.08,1,0,0,0,001,LING,Linguistics,4-6,2.40,20141,1 TTT,"ROOD, DAVID S",PROFESSOR,,,,,,
3.09,LEC - Lecture,3.1,3.33,4800,Language and Culture,4XXX,AS,LING,SS,0,3,P  - In Person,Upper,2,1,41,41,41,0,0,0,31,0.54,0.27,0.07,0.12,0.07,0.12,0.05,1,0,0,0,001,LING,Linguistics,7-9,2.67,20141,3 Supp,"STADLBAUER, SUSANNE MARION",LECTURER,,,,,,
